2025-05-08 05:47:47,248 | INFO  | Using Persistence Adapter: KahaDBPersistenceAdapter[C:\Users\Admin\Downloads\apache-activemq-6.1.6-bin\apache-activemq-6.1.6\bin\..\data\kahadb] | org.apache.activemq.broker.BrokerService | main
2025-05-08 05:47:47,251 | INFO  | Starting Persistence Adapter: KahaDBPersistenceAdapter[C:\Users\Admin\Downloads\apache-activemq-6.1.6-bin\apache-activemq-6.1.6\bin\..\data\kahadb] | org.apache.activemq.broker.BrokerService | main
2025-05-08 05:47:47,265 | INFO  | Starting KahaDBStore | org.apache.activemq.store.kahadb.KahaDBStore | main
2025-05-08 05:47:47,265 | INFO  | Opening MessageDatabase | org.apache.activemq.store.kahadb.MessageDatabase | main
2025-05-08 05:47:47,377 | INFO  | Starting Temp Data Store | org.apache.activemq.broker.BrokerService | main
2025-05-08 05:47:47,378 | INFO  | PListStore:[C:\Users\Admin\Downloads\apache-activemq-6.1.6-bin\apache-activemq-6.1.6\bin\..\data\localhost\tmp_storage] started | org.apache.activemq.store.kahadb.plist.PListStoreImpl | main
2025-05-08 05:47:47,378 | INFO  | Starting Job Scheduler Store | org.apache.activemq.broker.BrokerService | main
2025-05-08 05:47:47,378 | INFO  | Persistence Adapter successfully started | org.apache.activemq.broker.BrokerService | main
2025-05-08 05:47:47,509 | INFO  | Apache ActiveMQ 6.1.6 (localhost, ID:DESKTOP-Q9LEQMF-51380-1746654467386-0:1) is starting | org.apache.activemq.broker.BrokerService | main
2025-05-08 05:47:47,519 | INFO  | Listening for connections at: tcp://DESKTOP-Q9LEQMF:61616?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2025-05-08 05:47:47,519 | INFO  | Connector openwire started | org.apache.activemq.broker.TransportConnector | main
2025-05-08 05:47:47,522 | INFO  | Listening for connections at: amqp://DESKTOP-Q9LEQMF:5672?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2025-05-08 05:47:47,523 | INFO  | Connector amqp started | org.apache.activemq.broker.TransportConnector | main
2025-05-08 05:47:47,526 | INFO  | Listening for connections at: stomp://DESKTOP-Q9LEQMF:61613?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2025-05-08 05:47:47,526 | INFO  | Connector stomp started | org.apache.activemq.broker.TransportConnector | main
2025-05-08 05:47:47,528 | INFO  | Listening for connections at: mqtt://DESKTOP-Q9LEQMF:1883?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2025-05-08 05:47:47,529 | INFO  | Connector mqtt started | org.apache.activemq.broker.TransportConnector | main
2025-05-08 05:47:47,532 | INFO  | Starting Jetty server | org.apache.activemq.transport.WebTransportServerSupport | main
2025-05-08 05:47:47,562 | INFO  | Creating Jetty connector | org.apache.activemq.transport.WebTransportServerSupport | main
2025-05-08 05:47:47,639 | WARN  | ServletContext@o.e.j.s.ServletContextHandler@97d0c06{/,null,STARTING} has uncovered HTTP methods for the following paths: [/] | org.eclipse.jetty.security.SecurityHandler | main
2025-05-08 05:47:47,679 | INFO  | Listening for connections at ws://DESKTOP-Q9LEQMF:61614?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.ws.WSTransportServer | main
2025-05-08 05:47:47,680 | INFO  | Connector ws started | org.apache.activemq.broker.TransportConnector | main
2025-05-08 05:47:47,680 | INFO  | Apache ActiveMQ 6.1.6 (localhost, ID:DESKTOP-Q9LEQMF-51380-1746654467386-0:1) started | org.apache.activemq.broker.BrokerService | main
2025-05-08 05:47:47,680 | INFO  | For help or more information please see: http://activemq.apache.org | org.apache.activemq.broker.BrokerService | main
